pure_comments,sinhala_texts,pure_unicodes,unique_emojis,polarity_emotions,polarity,emotion,polarity_ID,emotions_ID
උබේ කෑල්ලට උබෙම යාලුවා හුකනකම් උබ මොනාද පොඩියෝ කරේ  face_with_tears_of_joy face_with_tears_of_joy,උබේ කෑල්ලට උබෙම යාලුවා හුකනකම් උබ මොනාද පොඩියෝ කරේ   ,  face_with_tears_of_joy face_with_tears_of_joy, face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
අනුන්ට හිනා වෙන එකේ ප්රථිපල තමා බන්  දැන් මේක විවේචනය කරන්නෙ කවද්ද පොඩියො උබගෙ වීඩියෝ එකම ud grinning_face_with_sweat sleepy_face broken_heart  grinning_face_with_sweat,අනුන්ට හිනා වෙන එකේ ප්රථිපල තමා බන්  දැන් මේක විවේචනය කරන්නෙ කවද්ද පොඩියො උබගෙ වීඩියෝ එකම      ,ud grinning_face_with_sweat sleepy_face broken_heart  grinning_face_with_sweat, ud broken_heart grinning_face_with_sweat sleepy_face, neutral sarcasm,neutral,sarcasm,1,3
අප්පො face_with_thermometer nauseated_face broken_heart,අප්පො   ,face_with_thermometer nauseated_face broken_heart,nauseated_face broken_heart face_with_thermometer, negative sarcasm,negative,sarcasm,2,3
ඔක මන් කිව්වනම් ඔයිට වඩා ලස්සනට කියනො ස්පීස් කල්ල cat_with_tears_of_joy,ඔක මන් කිව්වනම් ඔයිට වඩා ලස්සනට කියනො ස්පීස් කල්ල ,cat_with_tears_of_joy,cat_with_tears_of_joy, positive sarcasm,positive,sarcasm,0,3
අඩො උබෙම හොන්දම යාලුවා උබෙම කැල්ලට උබෙම ඇන්ද උඩ ගහනකම් උබ ජිල් ගැහුවද බං frowning_face  broken_heart,අඩො උබෙම හොන්දම යාලුවා උබෙම කැල්ලට උබෙම ඇන්ද උඩ ගහනකම් උබ ජිල් ගැහුවද බං   ,frowning_face  broken_heart,frowning_face  broken_heart, negative sarcasm,negative,sarcasm,2,3
මූටත් වඩා බටස උන්ව උඹලට හොඳ නැත්තං  අරක කපාගෙන වැලලියං බංred_heart ,මූටත් වඩා බටස උන්ව උඹලට හොඳ නැත්තං  අරක කපාගෙන වැලලියං බං ,red_heart , red_heart, negative sarcasm,negative,sarcasm,2,3
කව්ද බන් මු  face_vomiting,කව්ද බන් මු  ,face_vomiting,face_vomiting, negative sarcasm,negative,sarcasm,2,3
ආදරේ කියලා ජීවිතෙ අපි වින්දෙ නෑ විඳෙව්වා hundred_points fire,ආදරේ කියලා ජීවිතෙ අපි වින්දෙ නෑ විඳෙව්වා  ,hundred_points fire,hundred_points fire, positive joy,positive,joy,0,2
සුපිරියක් පොඩියෝ red_heart ,සුපිරියක් පොඩියෝ  ,red_heart , red_heart, positive love,positive,love,0,0
අම්මො අම්මො මරු ආහ්හ් මෙන්න මෙන්න රැප්face_with_tears_of_joy,අම්මො අම්මො මරු ආහ්හ් මෙන්න මෙන්න රැප්,face_with_tears_of_joy,face_with_tears_of_joy, positive sarcasm,positive,sarcasm,0,3
මියා අක්කවත් විකුනන් කනවා  unamused_face,මියා අක්කවත් විකුනන් කනවා  ,  unamused_face, unamused_face, negative anger,negative,anger,2,4
ගැම්මක් තමයි පොඩි අයියෙ රැප් එක ඉස්සරහටත් මේ වගේ දේවල් කරන්න ගැම්මක්sign_of_the_horns sign_of_the_horns,ගැම්මක් තමයි පොඩි අයියෙ රැප් එක ඉස්සරහටත් මේ වගේ දේවල් කරන්න ගැම්මක් ,sign_of_the_horns sign_of_the_horns,sign_of_the_horns, positive joy,positive,joy,0,2
කවිරැ මොනව කිවිවත් පොඩිය අයිය සැලෙන්න එපා සිංදුව පහරක් red_heart red_heart,කවිරැ මොනව කිවිවත් පොඩිය අයිය සැලෙන්න එපා සිංදුව පහරක්  ,red_heart red_heart,red_heart, positive love,positive,love,0,0
නැග්ගෙ නෑ මෙචෙර කල්අද නැග්ග බන්  face_with_tears_of_joy face_with_tears_of_joy,නැග්ගෙ නෑ මෙචෙර කල්අද නැග්ග බන්   , face_with_tears_of_joy face_with_tears_of_joy, face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
පොඩියා අඩේ ගැම්මක් බන් ආදරෙයි හැදමාත් උබත් එක්ක ඉන්නවred_heart  ud red_heart  ud red_heart  ud rose rose rose folded_hands folded_hands,පොඩියා අඩේ ගැම්මක් බන් ආදරෙයි හැදමාත් උබත් එක්ක ඉන්නව             ,red_heart  ud red_heart  ud red_heart  ud rose rose rose folded_hands folded_hands, ud rose folded_hands red_heart, positive joy,positive,joy,0,2
මොකෙක්ද ඕයී මේ face_with_tears_of_joy,මොකෙක්ද ඕයී මේ ,face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
බොක දානව වගෙ කෑගහන්නෙ rolling_on_the_floor_laughing,බොක දානව වගෙ කෑගහන්නෙ ,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing, negative sarcasm,negative,sarcasm,2,3
බැරි හුයන්නවල් කරන්ඩ ගිහිං විහිලුවක් වෙන්නෙ නැතුව පුලුවන් කුණු හරුපයක්බලු කතාවක් කියාගෙන ඉදපං බං    face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,බැරි හුයන්නවල් කරන්ඩ ගිහිං විහිලුවක් වෙන්නෙ නැතුව පුලුවන් කුණු හරුපයක්බලු කතාවක් කියාගෙන ඉදපං බං      ,   face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
මේ හොන මොත්තක්ද drooling_face drooling_face drooling_face sad_but_relieved_face sad_but_relieved_face sad_but_relieved_face grimacing_face grimacing_face grimacing_face,මේ හොන මොත්තක්ද         ,drooling_face drooling_face drooling_face sad_but_relieved_face sad_but_relieved_face sad_but_relieved_face grimacing_face grimacing_face grimacing_face,grimacing_face drooling_face sad_but_relieved_face, negative sarcasm,negative,sarcasm,2,3
මුට රැප් කරන්න පුලුවන් කියලා කියපු එකා කවුද face_with_tears_of_joy broken_heart,මුට රැප් කරන්න පුලුවන් කියලා කියපු එකා කවුද  ,face_with_tears_of_joy broken_heart,broken_heart face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
අපි ආසාවෙන් අහන රැප්නම් අප්පිරිය කරන්ඩ එපා  ගොන් ආතල් දීලා   face_vomiting face_vomiting face_vomiting nauseated_face nauseated_face,අපි ආසාවෙන් අහන රැප්නම් අප්පිරිය කරන්ඩ එපා  ගොන් ආතල් දීලා       ,   face_vomiting face_vomiting face_vomiting nauseated_face nauseated_face, nauseated_face face_vomiting, negative sarcasm,negative,sarcasm,2,3
ගැම්මක් පොඩි අයියේ red_heart  face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss,ගැම්මක් පොඩි අයියේ     ,red_heart  face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss, face_blowing_a_kiss red_heart, positive love,positive,love,0,0
ගැම්මක් පොඩියා face_blowing_a_kiss smiling_face_with_hearts smiling_face_with_hearts _hand flexed_biceps,ගැම්මක් පොඩියා     ,face_blowing_a_kiss smiling_face_with_hearts smiling_face_with_hearts _hand flexed_biceps,flexed_biceps smiling_face_with_hearts face_blowing_a_kiss _hand, positive joy,positive,joy,0,2
ආතල් එකට දාන ගොං ඩාන්ස් කෑල්ල  ඌටම නැටවෙනෝ ගොබ්බයා face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,ආතල් එකට දාන ගොං ඩාන්ස් කෑල්ල  ඌටම නැටවෙනෝ ගොබ්බයා      ,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
අඩෝ ඒක පහරක් ඕයි මුල් කෑල්ල දහ පාරකට වැඩිය බැලුවා  hugging_face,අඩෝ ඒක පහරක් ඕයි මුල් කෑල්ල දහ පාරකට වැඩිය බැලුවා  , hugging_face, hugging_face, positive joy,positive,joy,0,2
 අනුන්ට හිනා වෙන්න එපා කියන්නේ ඔකයිface_with_tears_of_joy face_with_tears_of_joy, අනුන්ට හිනා වෙන්න එපා කියන්නේ ඔකයි ,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
අනෙ ඉතිම් ට්රෙන්ඩ් එකට කියලා නොදන්න උන් රැප් කරන්න ගත්තම ඔම තමා  ud rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,අනෙ ඉතිම් ට්රෙන්ඩ් එකට කියලා නොදන්න උන් රැප් කරන්න ගත්තම ඔම තමා     ,  ud rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, rolling_on_the_floor_laughing ud, negative sarcasm,negative,sarcasm,2,3
කව්රැ හරි රවට්ටලා මූව සිංදු කියන්න පුලුවන් කියලාface_with_tears_of_joy,කව්රැ හරි රවට්ටලා මූව සිංදු කියන්න පුලුවන් කියලා,face_with_tears_of_joy,face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
අම්මෝ මල් පින්නයා ඉදකින් තෝ unamused_face face_with_tears_of_joy middle_finger,අම්මෝ මල් පින්නයා ඉදකින් තෝ   ,unamused_face face_with_tears_of_joy middle_finger,middle_finger face_with_tears_of_joy unamused_face, negative sarcasm,negative,sarcasm,2,3
